iteration;exec time (1 thread);exec time (16 threads);exec time (16 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(16 threads)
197;9.335099;2.393731;0.583444;3.899810;16.000000;0.243738;1.000000;31623992.000000;31624006.000000
198;9.383311;2.404551;0.586457;3.902313;16.000000;0.243895;1.000000;31485022.000000;31485036.000000
199;9.430564;2.415201;0.589410;3.904670;16.000000;0.244042;1.000000;31346756.000000;31346762.000000
200;9.475314;2.426938;0.592207;3.904226;16.000000;0.244014;1.000000;31209298.000000;31209304.000000
201;9.519320;2.437317;0.594957;3.905656;16.000000;0.244103;1.000000;31072380.000000;31072392.000000
202;9.563290;2.448188;0.597706;3.906272;16.000000;0.244142;1.000000;30936092.000000;30936094.000000
203;9.604001;2.458491;0.600250;3.906463;16.000000;0.244154;1.000000;30800848.000000;30800850.000000
204;9.646851;2.468007;0.602928;3.908762;16.000000;0.244298;1.000000;30665896.000000;30665910.000000
205;9.692191;2.478579;0.605762;3.910382;16.000000;0.244399;1.000000;30531778.000000;30531786.000000
206;9.732215;2.490163;0.608263;3.908264;16.000000;0.244266;1.000000;30398436.000000;30398452.000000
207;9.775365;2.500160;0.610960;3.909896;16.000000;0.244369;1.000000;30265474.000000;30265492.000000
208;9.821378;2.511064;0.613836;3.911241;16.000000;0.244453;1.000000;30133568.000000;30133582.000000
209;9.867480;2.525146;0.616718;3.907687;16.000000;0.244230;1.000000;30002212.000000;30002204.000000
210;9.915699;2.536745;0.619731;3.908828;16.000000;0.244302;1.000000;29871164.000000;29871160.000000
211;9.964839;2.550481;0.622802;3.907043;16.000000;0.244190;1.000000;29741224.000000;29741226.000000
212;10.022454;2.565443;0.626403;3.906715;16.000000;0.244170;1.000000;29612132.000000;29612146.000000
213;10.068398;2.577521;0.629275;3.906233;16.000000;0.244140;1.000000;29483054.000000;29483056.000000
214;10.115102;2.592242;0.632194;3.902067;16.000000;0.243879;1.000000;29355188.000000;29355186.000000
215;10.159869;2.604735;0.634992;3.900539;16.000000;0.243784;1.000000;29227772.000000;29227776.000000
216;10.205872;2.616338;0.637867;3.900823;16.000000;0.243801;1.000000;29100962.000000;29100980.000000
217;10.251881;2.627472;0.640743;3.901804;16.000000;0.243863;1.000000;28974806.000000;28974812.000000
218;10.293687;2.637384;0.643355;3.902992;16.000000;0.243937;1.000000;28849212.000000;28849216.000000
219;10.336222;2.647875;0.646014;3.903592;16.000000;0.243974;1.000000;28724154.000000;28724148.000000
220;10.379475;2.659728;0.648717;3.902458;16.000000;0.243904;1.000000;28600220.000000;28600228.000000
221;10.422461;2.670671;0.651404;3.902563;16.000000;0.243910;1.000000;28476400.000000;28476404.000000
222;10.464959;2.681525;0.654060;3.902615;16.000000;0.243913;1.000000;28353390.000000;28353392.000000
223;10.511182;2.691978;0.656949;3.904632;16.000000;0.244040;1.000000;28230768.000000;28230764.000000
224;10.556825;2.703751;0.659802;3.904511;16.000000;0.244032;1.000000;28108998.000000;28108996.000000
225;10.603068;2.715364;0.662692;3.904842;16.000000;0.244053;1.000000;27987788.000000;27987794.000000
226;10.652122;2.727166;0.665758;3.905931;16.000000;0.244121;1.000000;27867210.000000;27867214.000000
227;10.700168;2.738374;0.668760;3.907489;16.000000;0.244218;1.000000;27747210.000000;27747204.000000
228;10.743710;2.747870;0.671482;3.909832;16.000000;0.244364;1.000000;27627804.000000;27627802.000000
229;10.790079;2.757711;0.674380;3.912694;16.000000;0.244543;1.000000;27509016.000000;27509020.000000
