iteration;exec time (1 thread);exec time (2 threads);exec time (2 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(2 threads)
242;10.687274;5.547527;5.343637;1.926493;2.000000;0.963247;1.000000;26018162.000000;26018166.000000
243;10.730647;5.569714;5.365323;1.926606;2.000000;0.963303;1.000000;25907264.000000;25907272.000000
244;10.777122;5.591999;5.388561;1.927239;2.000000;0.963620;1.000000;25797216.000000;25797220.000000
245;10.820567;5.614541;5.410283;1.927240;2.000000;0.963620;1.000000;25687582.000000;25687584.000000
246;10.864634;5.636218;5.432317;1.927646;2.000000;0.963823;1.000000;25578586.000000;25578586.000000
247;10.907384;5.658255;5.453692;1.927694;2.000000;0.963847;1.000000;25469918.000000;25469918.000000
248;10.951621;5.679666;5.475811;1.928216;2.000000;0.964108;1.000000;25361916.000000;25361912.000000
249;10.995287;5.704732;5.497643;1.927398;2.000000;0.963699;1.000000;25254516.000000;25254516.000000
250;11.039408;5.726895;5.519704;1.927643;2.000000;0.963821;1.000000;25147516.000000;25147512.000000
251;11.083589;5.748208;5.541794;1.928182;2.000000;0.964091;1.000000;25041208.000000;25041206.000000
252;11.128084;5.769477;5.564042;1.928786;2.000000;0.964393;1.000000;24935470.000000;24935468.000000
253;11.173659;5.790854;5.586830;1.929536;2.000000;0.964768;1.000000;24829908.000000;24829910.000000
254;11.217999;5.812626;5.609000;1.929937;2.000000;0.964968;1.000000;24725174.000000;24725174.000000
255;11.261780;5.834243;5.630890;1.930290;2.000000;0.965145;1.000000;24620866.000000;24620864.000000
256;11.306291;5.855183;5.653145;1.930989;2.000000;0.965494;1.000000;24516936.000000;24516936.000000
257;11.350650;5.876711;5.675325;1.931463;2.000000;0.965732;1.000000;24413706.000000;24413708.000000
258;11.395372;5.898301;5.697686;1.931975;2.000000;0.965988;1.000000;24310820.000000;24310822.000000
259;11.440041;5.919687;5.720020;1.932542;2.000000;0.966271;1.000000;24208844.000000;24208844.000000
260;11.484966;5.940895;5.742483;1.933205;2.000000;0.966602;1.000000;24107042.000000;24107038.000000
261;11.529060;5.962746;5.764530;1.933515;2.000000;0.966758;1.000000;24005584.000000;24005582.000000
262;11.573525;5.984416;5.786762;1.933944;2.000000;0.966972;1.000000;23904792.000000;23904792.000000
263;11.617744;6.005971;5.808872;1.934366;2.000000;0.967183;1.000000;23804912.000000;23804908.000000
